4.88	2.24	3	3
4.88	2.31	4	10
4.88	2.44	2	4
4.88	2.52	10	6
4.88	2.68	7	5
4.88	2.73	8	7
4.88	2.80	9	3
4.88	2.92	3	4
4.88	3.00	2	6
4.88	3.11	5	7
4.88	3.16	6	10
4.88	3.31	9	9
4.88	3.37	2	2
4.88	3.44	4	4
4.88	3.52	10	5
4.88	3.68	10	10
4.88	3.76	6	5
4.88	3.89	6	7
4.88	3.92	3	4
4.88	4.07	5	2
4.88	4.16	7	7
4.88	4.29	8	5
4.88	4.37	7	8
4.88	4.44	4	9
4.88	4.52	2	4
4.88	4.61	2	2
4.88	4.73	4	3
4.88	4.89	8	10
4.88	4.92	5	7
4.88	5.00	7	4
5.00	0.00	2	10
5.00	0.16	3	9
5.00	0.24	4	8
5.00	0.37	5	7
5.00	0.44	6	6
5.00	0.52	7	5
5.00	0.68	8	4
5.00	0.73	9	3
5.00	0.80	10	2
5.00	0.92	9	2
5.00	1.00	8	3
5.00	1.16	7	4
5.00	1.29	6	5
5.00	1.37	5	6
5.00	1.44	4	7
5.00	1.55	3	8
5.00	1.68	2	9
5.00	1.73	3	10
5.00	1.89	3	4
5.00	1.92	4	4
5.00	2.07	5	6
5.00	2.16	6	2
5.00	2.24	3	3
5.00	2.31	4	10
5.00	2.44	2	4
5.00	2.52	10	6
5.00	2.68	7	5
5.00	2.73	8	7
5.00	2.80	9	3
5.00	2.92	3	4
5.00	3.00	2	6
5.00	3.11	5	7
5.00	3.16	6	10
5.00	3.31	9	9
5.00	3.37	2	2
5.00	3.44	4	4
5.00	3.52	10	5
5.00	3.68	10	10
5.00	3.76	6	5
5.00	3.89	6	7
5.00	3.92	3	4
5.00	4.07	5	2
5.00	4.16	7	7
5.00	4.29	8	5
5.00	4.37	7	8
5.00	4.44	4	9
5.00	4.52	2	4
5.00	4.61	2	2
5.00	4.73	4	3
5.00	4.89	8	10
5.00	4.92	5	7
5.00	5.00	7	4
